session_id,player_id,session_date,hour_of_day,is_evening,game_type,duration_mins,bets_placed,avg_stake,near_miss_count,returned_next_day,rg_flag,device
S0036762,P04742,2024-03-23,18,True,live_casino,19,66,6.07,1,False,False,desktop
S0036763,P04744,2024-10-26,9,False,sports_betting,25,82,9.1,0,False,False,mobile
S0036764,P04744,2024-10-22,18,True,slots,50,90,3.38,0,False,False,mobile
S0036765,P04744,2024-10-28,18,True,live_casino,25,93,3.11,0,False,False,mobile
S0036766,P04744,2024-10-26,9,False,slots,19,33,12.19,1,False,False,mobile
S0036767,P04744,2024-10-27,12,False,live_casino,20,72,19.87,0,True,False,mobile
S0036768,P04744,2024-10-24,7,False,slots,28,96,2.28,0,False,False,mobile
S0036769,P04746,2024-07-01,22,True,live_casino,40,123,6.86,0,False,False,desktop
S0036770,P04749,2024-05-29,19,True,slots,13,25,2.61,1,True,False,desktop
S0036771,P04749,2024-05-25,19,True,slots,37,88,12.8,0,True,False,desktop
S0036772,P04749,2024-05-30,14,False,slots,43,113,8.41,1,False,False,desktop
S0036773,P04751,2024-06-29,10,False,table_games,5,15,4.24,0,False,False,mobile
S0036774,P04751,2024-05-20,13,False,live_casino,13,27,4.98,2,False,False,mobile
S0036775,P04751,2024-07-09,12,False,slots,32,84,6.16,2,False,False,mobile
S0036776,P04751,2024-06-23,14,False,slots,76,202,5.93,1,False,False,mobile
S0036777,P04751,2024-06-01,20,True,slots,20,50,6.24,0,False,False,mobile
S0036778,P04751,2024-05-18,22,True,slots,6,23,9.72,1,False,False,mobile
S0036779,P04751,2024-06-29,11,False,sports_betting,7,21,32.22,0,False,False,mobile
S0036780,P04751,2024-06-02,19,True,sports_betting,5,10,10.88,1,False,False,mobile
S0036781,P04751,2024-06-27,20,True,slots,29,115,2.17,0,False,False,mobile
S0036782,P04751,2024-05-21,20,True,slots,72,121,20.91,0,False,False,mobile
S0036783,P04751,2024-07-10,11,False,sports_betting,11,36,12.52,0,True,False,mobile
S0036784,P04751,2024-05-14,22,True,slots,33,114,11.96,0,True,False,mobile
S0036785,P04751,2024-06-06,13,False,slots,9,26,4.29,0,True,False,mobile
S0036786,P04751,2024-05-24,18,True,sports_betting,58,155,4.62,0,True,False,mobile
S0036787,P04751,2024-06-24,9,False,live_casino,12,22,5.29,0,False,False,mobile
S0036788,P04751,2024-06-13,14,False,slots,24,78,8.38,0,False,False,mobile
S0036789,P04751,2024-05-26,3,False,slots,29,46,12.84,2,True,False,mobile
S0036790,P04751,2024-06-09,9,False,slots,13,45,3.78,0,True,False,mobile
S0036791,P04751,2024-07-03,17,False,live_casino,19,49,21.3,0,False,False,mobile
S0036792,P04751,2024-07-01,6,False,slots,15,26,3.07,1,False,False,mobile
S0036793,P04751,2024-06-28,19,True,slots,7,11,3.92,0,False,False,mobile
S0036794,P04751,2024-06-21,13,False,sports_betting,15,39,13.36,1,True,False,mobile
S0036795,P04751,2024-07-15,20,True,live_casino,62,95,4.62,0,True,False,mobile
S0036796,P04751,2024-05-12,19,True,slots,34,119,7.86,1,True,False,mobile
S0036797,P04751,2024-07-02,16,False,slots,150,492,16.07,0,False,False,mobile
S0036798,P04751,2024-06-11,21,True,slots,9,31,24.8,1,True,False,mobile
S0036799,P04751,2024-05-17,20,True,slots,35,138,8.27,1,True,False,mobile
S0036800,P04753,2024-10-17,15,False,sports_betting,6,20,21.87,0,False,False,desktop
S0036801,P04753,2024-10-28,20,True,slots,25,98,18.26,0,False,False,desktop
S0036802,P04753,2024-12-22,8,False,slots,7,12,6.4,0,False,False,desktop
S0036803,P04753,2024-11-20,12,False,slots,23,84,3.94,0,False,False,desktop
S0036804,P04753,2024-11-29,18,True,live_casino,14,38,3.25,0,True,False,desktop
S0036805,P04753,2024-12-26,17,False,slots,47,89,4.05,1,True,False,desktop
S0036806,P04753,2024-10-24,13,False,slots,19,65,11.15,1,False,False,desktop
S0036807,P04753,2024-10-19,20,True,table_games,42,68,14.09,0,True,False,desktop
S0036808,P04753,2024-12-07,19,True,table_games,7,13,8.04,1,True,False,desktop
S0036809,P04753,2024-12-05,0,False,slots,8,27,13.63,1,True,False,desktop
S0036810,P04753,2024-10-16,18,True,slots,30,107,2.87,1,True,False,desktop
S0036811,P04753,2024-12-07,11,False,sports_betting,142,465,7.17,0,True,False,desktop
S0036812,P04753,2024-12-25,7,False,sports_betting,13,27,3.45,0,False,False,desktop
S0036813,P04753,2024-12-09,18,True,sports_betting,31,118,9.64,2,True,False,desktop
S0036814,P04753,2024-11-17,14,False,live_casino,64,115,7.46,0,False,False,desktop
S0036815,P04753,2024-10-16,14,False,live_casino,19,32,3.17,0,False,False,desktop
S0036816,P04753,2024-12-31,12,False,live_casino,14,23,2.4,0,False,False,desktop
S0036817,P04753,2024-12-18,7,False,slots,26,56,17.2,0,True,False,desktop
S0036818,P04753,2024-12-12,12,False,slots,18,42,53.45,0,False,False,desktop
S0036819,P04753,2024-10-23,21,True,slots,37,127,0.97,0,True,False,desktop
S0036820,P04753,2024-12-26,17,False,slots,9,28,2.16,1,True,False,desktop
S0036821,P04753,2024-12-03,20,True,slots,17,64,16.19,0,True,False,desktop
S0036822,P04753,2024-12-08,19,True,slots,49,109,1.05,2,True,False,desktop
S0036823,P04753,2024-11-24,20,True,live_casino,35,60,0.88,0,True,False,desktop
S0036824,P04753,2024-12-12,15,False,slots,10,29,0.79,0,False,False,desktop
S0036825,P04753,2024-10-27,14,False,live_casino,22,47,10.44,1,False,False,desktop
S0036826,P04753,2024-11-25,20,True,slots,17,30,0.52,1,True,False,desktop
S0036827,P04756,2024-02-21,21,True,slots,42,145,12.5,0,True,False,mobile
S0036828,P04756,2024-02-17,11,False,slots,18,48,16.99,2,False,False,mobile
S0036829,P04756,2024-02-25,20,True,slots,6,16,7.08,0,True,False,mobile
S0036830,P04756,2024-02-23,20,True,slots,13,51,30.52,0,False,False,mobile
S0036831,P04757,2024-07-18,12,False,live_casino,8,27,13.86,2,False,False,desktop
S0036832,P04757,2024-08-01,19,True,live_casino,24,52,9.31,0,True,False,desktop
S0036833,P04757,2024-08-20,17,False,live_casino,5,7,24.69,1,False,False,desktop
S0036834,P04757,2024-08-05,23,True,sports_betting,26,71,4.98,0,False,False,desktop
S0036835,P04757,2024-08-06,11,False,slots,30,87,14.33,0,False,False,desktop
S0036836,P04757,2024-07-19,21,True,slots,31,119,2.21,2,True,False,desktop
S0036837,P04757,2024-08-25,13,False,slots,14,27,15.85,2,True,False,desktop
S0036838,P04757,2024-08-23,18,True,slots,8,13,2.27,0,False,False,desktop
S0036839,P04757,2024-08-11,21,True,live_casino,15,48,33.05,1,False,False,desktop
S0036840,P04757,2024-08-18,19,True,slots,15,27,2.36,0,False,False,desktop
S0036841,P04757,2024-07-25,10,False,live_casino,18,48,5.18,1,False,False,desktop
S0036842,P04757,2024-07-22,19,True,slots,6,10,11.28,1,True,False,desktop
S0036843,P04757,2024-07-29,14,False,slots,9,35,10.96,0,False,False,desktop
S0036844,P04757,2024-09-03,14,False,live_casino,6,23,15.99,0,False,False,desktop
S0036845,P04757,2024-07-13,19,True,live_casino,13,36,6.52,0,True,False,desktop
S0036846,P04757,2024-08-23,22,True,sports_betting,72,266,6.34,0,True,False,desktop
S0036847,P04757,2024-07-30,7,False,sports_betting,42,137,7.28,0,False,False,desktop
S0036848,P04757,2024-08-24,14,False,slots,7,25,4.37,1,True,False,desktop
S0036849,P04757,2024-08-15,15,False,live_casino,11,16,3.61,1,False,False,desktop
S0036850,P04757,2024-08-03,17,False,slots,28,73,12.8,0,True,False,desktop
S0036851,P04757,2024-07-21,15,False,slots,46,144,8.64,1,True,False,desktop
S0036852,P04757,2024-07-20,20,True,slots,16,57,1.32,0,True,False,desktop
S0036853,P04757,2024-08-13,22,True,slots,13,36,9.12,1,False,False,desktop
S0036854,P04757,2024-08-01,19,True,slots,73,230,7.36,1,False,False,desktop
S0036855,P04757,2024-08-10,21,True,sports_betting,15,24,3.09,1,True,False,desktop
S0036856,P04757,2024-07-17,18,True,slots,23,54,1.04,1,False,False,desktop
S0036857,P04758,2024-03-15,19,True,sports_betting,2,6,7.73,0,False,False,desktop
S0036858,P04758,2024-03-13,20,True,slots,20,59,17.42,0,True,False,desktop
S0036859,P04758,2024-03-14,10,False,slots,10,32,23.69,1,False,False,desktop
S0036860,P04759,2024-11-13,10,False,live_casino,21,36,5.53,0,False,False,mobile
S0036861,P04759,2024-11-08,22,True,sports_betting,21,46,4.48,0,True,False,mobile
S0036862,P04759,2024-11-06,12,False,slots,43,128,3.57,0,False,False,mobile
S0036863,P04763,2024-10-29,13,False,sports_betting,14,34,12.08,0,False,False,desktop
S0036864,P04763,2024-11-15,7,False,slots,50,120,20.77,0,False,True,desktop
S0036865,P04763,2024-11-11,18,True,sports_betting,12,34,3.55,0,False,False,desktop
S0036866,P04763,2024-11-04,12,False,slots,38,79,4.91,0,True,False,desktop
S0036867,P04763,2024-10-18,15,False,sports_betting,14,21,6.03,0,False,False,desktop
S0036868,P04763,2024-10-21,8,False,slots,3,7,4.57,1,True,False,desktop
S0036869,P04763,2024-11-01,7,False,table_games,105,234,6.64,0,False,False,desktop
S0036870,P04766,2024-09-05,9,False,slots,14,52,11.73,1,False,False,desktop
S0036871,P04766,2024-08-23,13,False,slots,19,75,8.29,0,True,False,desktop
S0036872,P04766,2024-10-03,10,False,slots,8,29,5.96,1,False,False,desktop
S0036873,P04766,2024-08-10,12,False,live_casino,28,109,13.01,1,False,False,desktop
S0036874,P04766,2024-10-06,15,False,sports_betting,36,77,1.53,0,True,False,desktop
S0036875,P04766,2024-10-03,14,False,slots,49,137,0.64,0,False,False,desktop
S0036876,P04766,2024-10-09,16,False,live_casino,34,96,10.79,0,False,False,desktop
S0036877,P04766,2024-08-02,10,False,sports_betting,36,139,1.07,0,True,False,desktop
S0036878,P04766,2024-08-28,13,False,live_casino,57,153,5.44,0,False,False,desktop
S0036879,P04766,2024-10-14,20,True,live_casino,82,207,16.87,0,False,False,desktop
S0036880,P04766,2024-09-11,11,False,sports_betting,31,101,11.65,1,False,False,desktop
S0036881,P04766,2024-09-21,9,False,slots,22,45,5.05,0,False,False,desktop
S0036882,P04766,2024-08-21,19,True,live_casino,11,32,7.29,0,True,False,desktop
S0036883,P04766,2024-09-10,12,False,slots,46,92,9.92,2,True,False,desktop
S0036884,P04766,2024-08-09,17,False,slots,33,112,4.89,0,True,False,desktop
S0036885,P04766,2024-10-03,19,True,live_casino,21,37,15.88,0,False,False,desktop
S0036886,P04766,2024-09-26,11,False,sports_betting,19,62,3.63,0,False,False,desktop
S0036887,P04766,2024-10-01,13,False,live_casino,6,19,4.02,1,False,False,desktop
S0036888,P04766,2024-10-14,9,False,slots,123,310,10.68,0,False,False,desktop
S0036889,P04771,2024-04-07,2,False,slots,23,51,45.26,1,True,False,mobile
S0036890,P04771,2024-04-09,1,False,live_casino,59,114,4.5,1,False,False,mobile
S0036891,P04771,2024-04-29,12,False,sports_betting,23,63,2.17,0,False,False,mobile
S0036892,P04771,2024-05-06,13,False,slots,4,13,10.89,0,False,False,mobile
S0036893,P04771,2024-02-17,12,False,sports_betting,15,38,14.79,0,True,False,mobile
S0036894,P04771,2024-05-16,23,True,sports_betting,29,98,6.44,1,False,False,mobile
S0036895,P04771,2024-05-22,19,True,slots,16,25,4.05,0,False,False,mobile
S0036896,P04771,2024-04-06,17,False,sports_betting,18,54,5.27,0,False,False,mobile
S0036897,P04771,2024-04-21,20,True,slots,25,58,4.48,0,True,False,mobile
S0036898,P04771,2024-06-21,12,False,live_casino,35,88,10.44,0,False,False,mobile
S0036899,P04771,2024-03-28,18,True,slots,14,44,3.37,0,False,False,mobile
S0036900,P04771,2024-04-16,14,False,slots,13,28,15.63,0,False,False,mobile
S0036901,P04771,2024-05-05,15,False,slots,4,12,8.11,0,False,False,mobile
S0036902,P04771,2024-05-03,12,False,slots,30,46,9.07,0,True,False,mobile
S0036903,P04771,2024-05-19,12,False,sports_betting,17,38,6.97,1,True,False,mobile
S0036904,P04771,2024-05-27,18,True,sports_betting,42,112,6.86,0,False,False,mobile
S0036905,P04771,2024-04-04,5,False,sports_betting,30,88,10.05,1,False,False,mobile
S0036906,P04771,2024-06-07,16,False,live_casino,30,72,2.0,1,False,False,mobile
S0036907,P04771,2024-03-02,21,True,slots,31,77,2.64,1,False,False,mobile
S0036908,P04771,2024-06-08,11,False,sports_betting,112,269,1.27,0,False,False,mobile
S0036909,P04771,2024-04-12,14,False,slots,72,265,3.98,0,False,False,mobile
S0036910,P04771,2024-02-24,14,False,slots,5,14,2.68,0,True,False,mobile
S0036911,P04771,2024-06-14,9,False,sports_betting,4,15,8.44,1,True,False,mobile
S0036912,P04771,2024-05-23,16,False,sports_betting,7,25,2.53,2,True,False,mobile
S0036913,P04771,2024-03-15,22,True,slots,12,40,3.89,0,True,False,mobile
S0036914,P04771,2024-06-25,11,False,table_games,13,25,39.33,1,False,False,mobile
S0036915,P04771,2024-04-05,12,False,slots,53,127,7.16,1,False,False,mobile
S0036916,P04771,2024-03-03,3,False,slots,59,96,9.68,0,False,False,mobile
S0036917,P04771,2024-04-21,12,False,slots,8,25,7.97,0,True,False,mobile
S0036918,P04771,2024-06-07,21,True,table_games,18,52,4.85,0,False,False,mobile
S0036919,P04771,2024-05-02,23,True,slots,21,70,3.21,1,True,False,mobile
S0036920,P04771,2024-05-22,15,False,sports_betting,11,27,6.14,1,False,False,mobile
S0036921,P04771,2024-04-14,21,True,sports_betting,16,42,1.32,1,False,False,mobile
S0036922,P04771,2024-05-07,13,False,slots,38,64,3.37,0,False,False,mobile
S0036923,P04771,2024-03-30,13,False,slots,12,23,8.16,0,True,False,mobile
S0036924,P04771,2024-04-25,3,False,sports_betting,45,76,20.3,0,False,False,mobile
S0036925,P04771,2024-02-20,19,True,live_casino,11,36,30.83,0,False,False,mobile
S0036926,P04771,2024-05-13,0,False,slots,101,326,1.33,0,False,False,mobile
S0036927,P04771,2024-03-16,23,True,slots,10,27,1.27,0,True,False,mobile
S0036928,P04771,2024-04-11,23,True,table_games,93,202,16.36,0,False,False,mobile
S0036929,P04771,2024-02-21,19,True,live_casino,21,46,1.62,0,False,False,mobile
S0036930,P04771,2024-02-13,14,False,sports_betting,21,55,22.09,1,True,False,mobile
S0036931,P04771,2024-04-13,14,False,slots,17,38,4.73,1,False,False,mobile
S0036932,P04771,2024-03-20,10,False,slots,43,72,10.86,0,True,False,mobile
S0036933,P04771,2024-05-01,19,True,slots,8,28,2.04,0,False,False,mobile
S0036934,P04771,2024-04-25,20,True,slots,25,94,1.19,1,True,False,mobile
S0036935,P04771,2024-03-09,11,False,slots,22,46,4.03,0,True,False,mobile
S0036936,P04771,2024-04-30,20,True,live_casino,43,102,7.33,0,False,False,mobile
S0036937,P04771,2024-06-15,10,False,slots,6,13,15.31,0,False,False,mobile
S0036938,P04771,2024-06-19,20,True,slots,13,29,7.27,0,False,False,mobile
S0036939,P04771,2024-03-29,21,True,slots,21,80,5.57,1,True,False,mobile
S0036940,P04771,2024-05-14,9,False,sports_betting,22,80,3.42,2,True,False,mobile
S0036941,P04771,2024-05-16,19,True,live_casino,14,33,4.83,0,False,False,mobile
S0036942,P04771,2024-02-16,12,False,live_casino,42,96,18.24,0,False,False,mobile
S0036943,P04771,2024-03-18,17,False,slots,101,336,3.07,0,False,False,mobile
S0036944,P04771,2024-04-13,22,True,sports_betting,46,121,3.48,0,False,False,mobile
S0036945,P04771,2024-04-29,21,True,slots,22,44,9.95,1,False,False,mobile
S0036946,P04771,2024-04-15,13,False,live_casino,9,21,3.97,2,False,False,mobile
S0036947,P04771,2024-04-30,21,True,slots,5,9,9.53,0,True,False,mobile
S0036948,P04772,2024-05-14,12,False,table_games,79,189,13.38,0,True,False,mobile
S0036949,P04772,2024-05-07,13,False,sports_betting,44,112,3.05,0,True,False,mobile
S0036950,P04772,2024-03-27,21,True,slots,16,35,1.74,2,True,False,mobile
S0036951,P04772,2024-04-27,6,False,slots,6,20,1.98,0,False,False,mobile
S0036952,P04772,2024-05-06,14,False,slots,11,28,9.66,1,False,False,mobile
S0036953,P04772,2024-04-22,17,False,live_casino,10,26,43.53,0,False,False,mobile
S0036954,P04772,2024-04-22,15,False,live_casino,18,68,17.83,0,True,False,mobile
S0036955,P04772,2024-05-29,8,False,live_casino,11,31,4.98,0,True,False,mobile
S0036956,P04772,2024-04-22,2,False,live_casino,4,10,4.84,0,False,False,mobile
S0036957,P04772,2024-05-29,8,False,live_casino,9,21,17.23,0,False,False,mobile
S0036958,P04772,2024-06-11,20,True,slots,17,56,0.41,1,True,False,mobile
S0036959,P04772,2024-04-12,18,True,slots,16,29,3.53,0,True,False,mobile
S0036960,P04772,2024-06-13,19,True,slots,56,207,3.63,1,True,False,mobile
S0036961,P04772,2024-05-04,16,False,slots,26,45,13.51,0,False,False,mobile
S0036962,P04772,2024-06-15,14,False,slots,9,30,1.95,1,True,False,mobile
S0036963,P04772,2024-06-10,20,True,sports_betting,7,14,10.27,2,False,False,mobile
S0036964,P04772,2024-05-03,18,True,live_casino,64,210,1.53,1,False,False,mobile
S0036965,P04772,2024-04-02,14,False,slots,17,52,3.32,0,True,False,mobile
S0036966,P04772,2024-05-05,14,False,live_casino,7,26,2.36,0,False,False,mobile
S0036967,P04772,2024-06-16,12,False,live_casino,25,88,12.21,0,False,False,mobile
S0036968,P04772,2024-05-03,23,True,table_games,12,44,2.75,0,True,False,mobile
S0036969,P04772,2024-05-11,4,False,slots,38,144,12.24,0,False,False,mobile
S0036970,P04772,2024-03-25,18,True,live_casino,19,53,47.71,0,False,False,mobile
S0036971,P04772,2024-04-27,17,False,slots,26,39,11.59,0,True,False,mobile
S0036972,P04772,2024-03-31,22,True,slots,26,67,2.99,0,True,False,mobile
S0036973,P04772,2024-04-27,20,True,sports_betting,13,32,1.57,0,True,False,mobile
S0036974,P04772,2024-03-28,15,False,live_casino,87,142,1.61,0,True,False,mobile
S0036975,P04775,2024-07-08,14,False,slots,10,27,4.9,0,False,False,mobile
S0036976,P04775,2024-07-04,7,False,slots,58,132,2.28,2,False,False,mobile
S0036977,P04777,2024-12-07,19,True,live_casino,3,6,26.33,0,True,False,mobile
S0036978,P04777,2024-12-10,17,False,live_casino,31,113,3.66,1,False,False,mobile
S0036979,P04777,2024-11-11,13,False,slots,10,21,2.74,1,False,False,mobile
S0036980,P04777,2024-11-13,20,True,table_games,182,672,17.64,0,False,False,mobile
S0036981,P04777,2024-11-15,14,False,slots,18,40,2.32,0,True,False,mobile
S0036982,P04777,2024-10-15,19,True,live_casino,19,70,8.0,0,False,False,mobile
S0036983,P04777,2024-12-02,21,True,slots,19,73,6.96,1,False,False,mobile
S0036984,P04777,2024-11-03,16,False,slots,12,35,8.34,0,False,False,mobile
S0036985,P04777,2024-11-27,16,False,slots,7,21,12.96,0,False,False,mobile
S0036986,P04777,2024-11-15,2,False,sports_betting,12,24,3.12,1,False,False,mobile
S0036987,P04777,2024-11-05,11,False,sports_betting,30,86,10.3,0,False,False,mobile
S0036988,P04777,2024-12-10,13,False,slots,33,78,1.69,1,True,False,mobile
S0036989,P04777,2024-11-10,15,False,slots,14,27,20.53,1,True,False,mobile
S0036990,P04777,2024-11-01,20,True,live_casino,51,189,18.45,1,False,False,mobile
S0036991,P04777,2024-11-16,22,True,slots,38,151,14.55,0,True,False,mobile
S0036992,P04777,2024-11-09,17,False,sports_betting,20,57,4.3,0,False,False,mobile
S0036993,P04777,2024-11-01,7,False,slots,48,182,8.37,1,True,False,mobile
S0036994,P04777,2024-10-21,18,True,table_games,29,106,4.29,0,False,False,mobile
S0036995,P04777,2024-10-26,5,False,slots,11,27,0.98,0,False,False,mobile
S0036996,P04777,2024-10-21,12,False,slots,4,12,19.1,0,True,False,mobile
S0036997,P04777,2024-11-27,23,True,live_casino,49,93,7.28,0,True,False,mobile
S0036998,P04783,2024-06-13,15,False,slots,53,161,1.77,0,False,False,mobile
S0036999,P04783,2024-06-03,19,True,live_casino,19,38,11.89,1,False,False,mobile
S0037000,P04783,2024-06-04,18,True,live_casino,35,135,11.99,0,True,False,mobile
S0037001,P04783,2024-06-10,22,True,slots,57,221,2.2,0,False,False,mobile
S0037002,P04783,2024-06-13,21,True,live_casino,18,56,15.09,0,True,False,mobile
S0037003,P04783,2024-06-05,18,True,slots,43,89,8.4,1,True,False,mobile
S0037004,P04783,2024-06-12,19,True,slots,65,114,43.92,1,True,False,mobile
S0037005,P04783,2024-06-07,9,False,slots,22,67,2.45,1,True,False,mobile
S0037006,P04785,2024-02-23,16,False,slots,64,235,7.7,2,True,False,desktop
S0037007,P04785,2024-02-13,19,True,live_casino,53,156,8.88,0,False,False,desktop
S0037008,P04785,2024-02-17,19,True,slots,16,46,4.04,2,True,False,desktop
S0037009,P04785,2024-02-04,23,True,live_casino,19,51,7.25,0,False,False,desktop
S0037010,P04785,2024-02-10,14,False,slots,57,127,4.13,0,False,False,desktop
S0037011,P04785,2024-02-14,15,False,live_casino,62,131,4.52,0,False,False,desktop
S0037012,P04785,2024-02-06,13,False,slots,20,63,4.0,0,True,False,desktop
S0037013,P04785,2024-02-29,12,False,live_casino,47,173,2.33,0,True,False,desktop
S0037014,P04785,2024-02-15,12,False,slots,7,26,1.26,0,False,False,desktop
S0037015,P04785,2024-03-01,19,True,live_casino,59,216,5.05,0,True,False,desktop
S0037016,P04785,2024-02-10,16,False,slots,16,29,17.4,0,False,False,desktop
S0037017,P04785,2024-02-09,18,True,live_casino,45,173,0.91,0,True,False,desktop
S0037018,P04785,2024-02-05,9,False,slots,16,34,1.77,0,True,False,desktop
S0037019,P04785,2024-02-18,20,True,table_games,8,22,1.84,0,True,False,desktop
S0037020,P04786,2024-03-20,12,False,live_casino,16,35,2.12,0,False,False,desktop
S0037021,P04786,2024-02-29,18,True,slots,38,101,1.82,0,False,False,desktop
S0037022,P04786,2024-03-03,18,True,live_casino,5,13,3.67,0,False,False,desktop
S0037023,P04786,2024-03-14,8,False,slots,16,57,6.26,0,True,False,desktop
S0037024,P04786,2024-03-03,10,False,slots,6,20,8.44,0,False,False,desktop
S0037025,P04786,2024-03-15,13,False,slots,12,31,6.34,2,True,False,desktop
S0037026,P04786,2024-02-23,11,False,sports_betting,12,45,3.18,1,False,False,desktop
S0037027,P04786,2024-03-20,14,False,live_casino,28,73,5.37,0,False,False,desktop
S0037028,P04786,2024-02-16,20,True,slots,9,22,4.6,1,True,False,desktop
S0037029,P04786,2024-02-23,15,False,slots,16,58,7.93,0,False,False,desktop
S0037030,P04786,2024-02-16,14,False,sports_betting,25,87,1.77,0,False,False,desktop
S0037031,P04786,2024-02-24,19,True,live_casino,6,11,2.65,0,True,False,desktop
S0037032,P04786,2024-03-07,14,False,slots,47,107,6.38,1,True,False,desktop
S0037033,P04786,2024-03-21,10,False,live_casino,6,22,5.6,1,False,False,desktop
S0037034,P04786,2024-03-08,20,True,slots,16,46,3.81,0,True,False,desktop
S0037035,P04790,2024-07-02,13,False,slots,4,7,3.7,1,True,False,desktop
S0037036,P04790,2024-07-11,16,False,slots,10,36,4.32,1,False,False,desktop
S0037037,P04790,2024-06-25,22,True,sports_betting,45,125,10.41,1,False,False,desktop
S0037038,P04790,2024-06-29,7,False,slots,22,63,1.87,0,True,False,desktop
S0037039,P04790,2024-07-25,17,False,sports_betting,13,39,10.48,0,False,False,desktop
S0037040,P04790,2024-07-19,10,False,sports_betting,28,81,3.56,0,True,False,desktop
S0037041,P04790,2024-07-26,22,True,table_games,33,131,8.01,0,False,False,desktop
S0037042,P04790,2024-07-28,15,False,slots,9,14,4.42,0,False,False,desktop
S0037043,P04790,2024-06-24,19,True,slots,6,19,16.09,1,True,False,desktop
S0037044,P04790,2024-07-26,10,False,slots,40,79,10.55,1,False,False,desktop
S0037045,P04790,2024-07-13,20,True,slots,66,217,0.95,0,False,False,desktop
S0037046,P04790,2024-07-23,20,True,slots,11,16,3.36,1,False,False,desktop
S0037047,P04790,2024-06-23,12,False,sports_betting,6,20,4.26,1,False,False,desktop
S0037048,P04790,2024-06-23,19,True,live_casino,12,34,20.8,0,True,False,desktop
S0037049,P04790,2024-06-27,16,False,sports_betting,7,24,6.83,1,False,False,desktop
S0037050,P04790,2024-07-26,9,False,slots,19,34,7.55,0,False,False,desktop
S0037051,P04790,2024-07-06,19,True,sports_betting,4,15,8.95,0,False,False,desktop
S0037052,P04790,2024-07-16,21,True,slots,11,22,10.37,2,True,False,desktop
S0037053,P04790,2024-06-26,8,False,slots,28,47,9.24,2,False,False,desktop
S0037054,P04790,2024-06-24,19,True,sports_betting,17,58,55.88,2,True,False,desktop
S0037055,P04794,2024-03-05,12,False,sports_betting,89,250,12.94,0,True,False,mobile
S0037056,P04794,2024-03-13,11,False,live_casino,38,95,0.93,0,False,False,mobile
S0037057,P04794,2024-03-22,19,True,table_games,31,53,14.02,0,True,False,mobile
S0037058,P04794,2024-03-30,14,False,slots,22,67,17.73,0,True,False,mobile
S0037059,P04794,2024-02-27,11,False,live_casino,47,183,6.48,0,True,False,mobile
S0037060,P04794,2024-03-03,12,False,sports_betting,12,32,6.52,0,False,False,mobile
S0037061,P04794,2024-03-30,7,False,sports_betting,13,41,57.26,0,False,False,mobile
S0037062,P04794,2024-03-02,17,False,table_games,29,67,5.11,0,False,False,mobile
S0037063,P04794,2024-03-11,17,False,sports_betting,42,138,2.83,1,True,False,mobile
S0037064,P04794,2024-03-10,14,False,sports_betting,58,217,6.98,2,False,False,mobile
S0037065,P04794,2024-03-11,21,True,live_casino,7,18,1.01,0,False,False,mobile
S0037066,P04794,2024-03-25,8,False,live_casino,43,127,2.4,0,False,False,mobile
S0037067,P04794,2024-03-03,6,False,sports_betting,28,98,13.02,1,False,False,mobile
S0037068,P04794,2024-04-02,11,False,table_games,163,496,4.04,0,True,False,mobile
S0037069,P04794,2024-04-11,21,True,slots,16,47,2.97,0,True,False,mobile
S0037070,P04794,2024-03-30,19,True,slots,45,131,9.34,0,False,False,mobile
S0037071,P04798,2024-04-09,18,True,sports_betting,36,71,13.11,0,True,False,desktop
S0037072,P04798,2024-04-07,12,False,sports_betting,7,18,9.15,0,False,False,desktop
S0037073,P04798,2024-04-26,20,True,live_casino,30,74,3.13,0,True,False,desktop
S0037074,P04798,2024-05-02,18,True,sports_betting,44,74,5.0,0,True,False,desktop
S0037075,P04798,2024-05-06,7,False,sports_betting,22,81,5.21,1,False,False,desktop
S0037076,P04798,2024-05-05,21,True,live_casino,20,67,2.03,1,True,False,desktop
S0037077,P04798,2024-04-16,22,True,slots,20,76,3.39,0,True,False,desktop
S0037078,P04798,2024-04-08,16,False,live_casino,17,39,7.38,1,True,False,desktop
S0037079,P04798,2024-05-02,16,False,slots,53,95,8.4,0,False,False,desktop
S0037080,P04798,2024-04-25,14,False,sports_betting,20,37,2.89,1,False,False,desktop
S0037081,P04798,2024-05-04,16,False,slots,41,137,13.61,0,True,False,desktop
S0037082,P04798,2024-04-06,19,True,slots,12,29,19.04,1,False,False,desktop
S0037083,P04798,2024-04-03,21,True,slots,40,70,9.17,0,True,False,desktop
S0037084,P04798,2024-04-07,20,True,slots,15,24,27.26,1,True,False,desktop
S0037085,P04798,2024-05-04,19,True,slots,11,20,1.85,1,False,False,desktop
S0037086,P04798,2024-04-09,18,True,slots,5,11,15.53,0,True,False,desktop
S0037087,P04805,2024-11-04,23,True,slots,13,40,3.47,0,True,False,mobile
S0037088,P04805,2024-10-25,13,False,slots,7,13,8.75,1,False,False,mobile
S0037089,P04805,2024-10-29,2,False,slots,14,42,3.99,0,True,False,mobile
S0037090,P04805,2024-10-30,21,True,slots,46,90,11.62,0,True,False,mobile
S0037091,P04805,2024-11-09,13,False,slots,33,97,6.34,0,True,False,mobile
